lat,lon,speed,temperature
-37.845000,145.120000,40.15,17.09
-37.845000,145.120000,40.15,17.09
-37.845000,145.120000,40.15,17.09
-37.845000,145.114729,26.08,11.26
-37.845063,145.113487,8.74,10.35
-37.845184,145.119510,87.43,19.19
-37.845000,145.110000,33.91,12.55
-37.845948,145.113164,79.48,20.43
-37.845063,145.113487,8.74,10.35
-37.845948,145.113164,79.48,20.43
-37.845000,145.110000,33.91,12.55
-37.845184,145.119510,87.43,19.19
-37.845184,145.119510,87.43,19.19
-37.845948,145.113164,79.48,20.43
-37.845000,145.110000,33.91,12.55
-37.845063,145.113487,8.74,10.35
-37.850194,145.110000,95.46,17.74
-37.850194,145.110000,95.46,17.74
-37.850194,145.110000,95.46,17.74
-37.845000,145.110000,48.91,18.80
-37.852485,145.114202,24.10,22.43
-37.845000,145.113932,51.40,13.25
-37.847659,145.112660,81.27,19.28
-37.849908,145.120000,54.91,15.94
-37.852485,145.114202,24.10,22.43
-37.849908,145.120000,54.91,15.94
-37.845000,145.110000,48.91,18.80
-37.852485,145.114202,24.10,22.43
-37.849908,145.120000,54.91,15.94
-37.847659,145.112660,81.27,19.28
-37.845000,145.113932,51.40,13.25
-37.845000,145.110000,48.91,18.80
-37.845000,145.113932,51.40,13.25
-37.847659,145.112660,81.27,19.28
-37.855000,145.114836,65.98,23.00
-37.845449,145.116288,94.52,16.21
-37.855000,145.114836,65.98,23.00
-37.845000,145.110000,84.74,14.94
-37.845000,145.110000,84.74,14.94
-37.845449,145.116288,94.52,16.21
-37.855000,145.114836,65.98,23.00
-37.848299,145.114778,42.10,10.77
-37.845000,145.110000,84.74,14.94
-37.845314,145.110403,0.19,11.26
-37.848299,145.114778,42.10,10.77
-37.845449,145.116288,94.52,16.21
-37.845314,145.110403,0.19,11.26
-37.848299,145.114778,42.10,10.77
-37.845314,145.110403,0.19,11.26
-37.847933,145.113286,67.18,18.27
-37.849439,145.112152,12.19,15.60
-37.845000,145.115008,28.18,24.65
-37.845000,145.110000,85.31,10.38
-37.849439,145.112152,12.19,15.60
-37.847933,145.113286,67.18,18.27
-37.845000,145.110000,85.31,10.38
-37.845000,145.115008,28.18,24.65
-37.849439,145.112152,12.19,15.60
-37.847933,145.113286,67.18,18.27
-37.845000,145.115008,28.18,24.65
-37.845000,145.110000,85.31,10.38
-37.855000,145.117833,72.47,19.76
-37.855000,145.117833,72.47,19.76
-37.855000,145.117833,72.47,19.76
-37.850394,145.111362,85.08,21.94
-37.855000,145.116548,0.67,21.60
-37.845000,145.110000,11.84,24.31
-37.850394,145.111362,85.08,21.94
-37.847906,145.110178,69.79,17.26
-37.855000,145.116548,0.67,21.60
-37.845000,145.110000,11.84,24.31
-37.847906,145.110178,69.79,17.26
-37.850852,145.114960,51.06,12.35
-37.847906,145.110178,69.79,17.26
-37.845000,145.110000,11.84,24.31
-37.850394,145.111362,85.08,21.94
-37.855000,145.116548,0.67,21.60
-37.850852,145.114960,51.06,12.35
-37.850852,145.114960,51.06,12.35
-37.846430,145.115656,28.89,14.10
-37.846430,145.115656,28.89,14.10
-37.845000,145.110000,6.37,19.50
-37.850304,145.110000,24.34,10.85
-37.849099,145.113090,45.41,14.95
-37.846430,145.115656,28.89,14.10
-37.849099,145.113090,45.41,14.95
-37.850304,145.110000,24.34,10.85
-37.845000,145.110000,6.37,19.50
-37.845000,145.110000,6.37,19.50
-37.849099,145.113090,45.41,14.95
-37.850304,145.110000,24.34,10.85
-37.850277,145.115461,18.35,13.79
-37.850277,145.115461,18.35,13.79
-37.850277,145.115461,18.35,13.79
-37.845917,145.114395,100.00,19.18
-37.854677,145.111914,95.64,24.43
-37.845917,145.114395,100.00,19.18
-37.854677,145.111914,95.64,24.43
-37.851687,145.117221,95.48,22.50
-37.848797,145.110000,36.68,11.70
-37.853377,145.112395,11.67,24.70
-37.853377,145.112395,11.67,24.70
-37.848797,145.110000,36.68,11.70
-37.851687,145.117221,95.48,22.50
-37.854677,145.111914,95.64,24.43
-37.845917,145.114395,100.00,19.18
-37.848797,145.110000,36.68,11.70
-37.851687,145.117221,95.48,22.50
-37.853377,145.112395,11.67,24.70
-37.845000,145.111678,2.84,13.31
-37.850111,145.110543,8.34,18.89
-37.852487,145.118970,23.58,14.92
-37.847530,145.112896,62.37,18.54
-37.850111,145.110543,8.34,18.89
-37.852487,145.118970,23.58,14.92
-37.845000,145.111678,2.84,13.31
-37.850653,145.110000,19.26,20.03
-37.847530,145.112896,62.37,18.54
-37.850653,145.110000,19.26,20.03
-37.852487,145.118970,23.58,14.92
-37.850111,145.110543,8.34,18.89
-37.845000,145.111678,2.84,13.31
-37.850653,145.110000,19.26,20.03
-37.847530,145.112896,62.37,18.54
-37.855000,145.120000,56.48,20.51
-37.846326,145.111123,41.41,11.34
-37.846326,145.111123,41.41,11.34
-37.855000,145.120000,56.48,20.51
-37.851211,145.110000,89.77,11.99
-37.851211,145.110000,89.77,11.99
-37.851211,145.110000,89.77,11.99
-37.855000,145.120000,56.48,20.51
-37.846326,145.111123,41.41,11.34
-37.845000,145.114334,7.73,10.55
-37.853789,145.110000,7.87,15.99
-37.853789,145.110000,7.87,15.99
-37.845000,145.114334,7.73,10.55
-37.853789,145.110000,7.87,15.99
-37.845000,145.114334,7.73,10.55
-37.848183,145.115964,91.57,20.89
-37.848183,145.115964,91.57,20.89
-37.849141,145.113911,85.36,18.37
-37.850925,145.115394,17.93,12.22
-37.848183,145.115964,91.57,20.89
-37.850925,145.115394,17.93,12.22
-37.849141,145.113911,85.36,18.37
-37.853259,145.110000,80.23,14.07
-37.855000,145.110000,33.28,23.55
-37.853259,145.110000,80.23,14.07
-37.855000,145.110000,33.28,23.55
-37.849141,145.113911,85.36,18.37
-37.850925,145.115394,17.93,12.22
-37.855000,145.110000,33.28,23.55
-37.853259,145.110000,80.23,14.07
-37.851932,145.118611,84.88,13.25
-37.855000,145.111834,68.91,10.71
-37.845387,145.114950,15.42,15.16
-37.851932,145.118611,84.88,13.25
-37.855000,145.111834,68.91,10.71
-37.845387,145.114950,15.42,15.16
-37.852673,145.110000,38.97,18.41
-37.852673,145.110000,38.97,18.41
-37.845387,145.114950,15.42,15.16
-37.851932,145.118611,84.88,13.25
-37.855000,145.111834,68.91,10.71
-37.850391,145.119511,70.28,18.83
-37.850391,145.119511,70.28,18.83
-37.852673,145.110000,38.97,18.41
-37.850391,145.119511,70.28,18.83
-37.854789,145.118800,2.71,19.94
-37.853066,145.113311,49.37,16.16
-37.853701,145.120000,59.30,15.48
-37.851959,145.110007,49.67,16.33
-37.848768,145.114726,75.97,21.16
-37.854789,145.118800,2.71,19.94
-37.848768,145.114726,75.97,21.16
-37.854789,145.118800,2.71,19.94
-37.848768,145.114726,75.97,21.16
-37.853066,145.113311,49.37,16.16
-37.853066,145.113311,49.37,16.16
-37.851959,145.110007,49.67,16.33
-37.853701,145.120000,59.30,15.48
-37.851959,145.110007,49.67,16.33
-37.853701,145.120000,59.30,15.48
-37.849517,145.116661,58.68,24.45
-37.855000,145.115682,95.70,16.39
-37.855000,145.117942,62.31,21.94
-37.855000,145.117942,62.31,21.94
-37.849517,145.116661,58.68,24.45
-37.855000,145.115682,95.70,16.39
-37.849402,145.110000,11.76,19.24
-37.853590,145.118685,57.58,17.92
-37.849402,145.110000,11.76,19.24
-37.853590,145.118685,57.58,17.92
-37.849517,145.116661,58.68,24.45
-37.855000,145.115682,95.70,16.39
-37.853590,145.118685,57.58,17.92
-37.855000,145.117942,62.31,21.94
-37.849402,145.110000,11.76,19.24
-37.855000,145.118081,46.75,18.96
-37.852998,145.114996,24.36,12.98
-37.852998,145.114996,24.36,12.98
-37.855000,145.118081,46.75,18.96
-37.846345,145.112130,9.66,14.57
-37.852998,145.114996,24.36,12.98
-37.855000,145.118081,46.75,18.96
-37.855000,145.120000,78.31,11.30
-37.846345,145.112130,9.66,14.57
-37.855000,145.120000,78.31,11.30
-37.854267,145.112460,2.23,19.04
-37.854267,145.112460,2.23,19.04
-37.846345,145.112130,9.66,14.57
-37.855000,145.120000,78.31,11.30
-37.854267,145.112460,2.23,19.04
-37.855000,145.120000,46.85,10.58
-37.855000,145.120000,46.85,10.58
-37.845000,145.110000,19.33,12.74
-37.845000,145.110000,19.33,12.74
-37.853697,145.117275,39.85,20.81
-37.853697,145.117275,39.85,20.81
-37.855000,145.120000,83.43,20.73
-37.855000,145.120000,83.43,20.73
-37.855000,145.118771,32.98,12.28
-37.855000,145.118771,32.98,12.28
-37.853697,145.117275,39.85,20.81
-37.855000,145.120000,46.85,10.58
-37.855000,145.120000,83.43,20.73
-37.845000,145.110000,19.33,12.74
-37.855000,145.118771,32.98,12.28
-37.850876,145.120000,54.28,22.78
-37.851369,145.120000,81.15,22.55
-37.845000,145.110155,95.26,24.57
-37.851519,145.114295,27.51,24.21
-37.851369,145.120000,81.15,22.55
-37.845000,145.110155,95.26,24.57
-37.850876,145.120000,54.28,22.78
-37.851519,145.114295,27.51,24.21
-37.855000,145.120000,93.81,24.86
-37.855000,145.120000,93.81,24.86
-37.845000,145.110155,95.26,24.57
-37.851369,145.120000,81.15,22.55
-37.851519,145.114295,27.51,24.21
-37.855000,145.120000,93.81,24.86
-37.850876,145.120000,54.28,22.78
-37.849008,145.119322,39.56,10.82
-37.848635,145.112780,33.96,15.42
-37.855000,145.120000,71.58,17.46
-37.855000,145.120000,71.58,17.46
-37.847080,145.116427,14.75,14.83
-37.849008,145.119322,39.56,10.82
-37.848635,145.112780,33.96,15.42
-37.855000,145.120000,71.58,17.46
-37.848635,145.112780,33.96,15.42
-37.849008,145.119322,39.56,10.82
-37.847080,145.116427,14.75,14.83
-37.847080,145.116427,14.75,14.83
-37.854884,145.111870,22.20,11.44
-37.854884,145.111870,22.20,11.44
-37.854884,145.111870,22.20,11.44
-37.855000,145.116559,61.58,17.04
-37.846601,145.117698,67.05,11.87
-37.845732,145.120000,69.60,16.91
-37.855000,145.116567,77.88,23.54
-37.850746,145.117203,4.91,21.99
-37.846601,145.117698,67.05,11.87
-37.855000,145.116559,61.58,17.04
-37.845732,145.120000,69.60,16.91
-37.855000,145.116567,77.88,23.54
-37.850746,145.117203,4.91,21.99
-37.855000,145.116559,61.58,17.04
-37.845732,145.120000,69.60,16.91
-37.846601,145.117698,67.05,11.87
-37.855000,145.116567,77.88,23.54
-37.850746,145.117203,4.91,21.99
-37.855000,145.118769,14.96,13.18
-37.855000,145.115627,4.51,24.93
-37.855000,145.115627,4.51,24.93
-37.855000,145.118769,14.96,13.18
-37.855000,145.115627,4.51,24.93
-37.855000,145.118769,14.96,13.18
-37.851388,145.118068,7.87,17.37
-37.849062,145.116922,80.50,10.61
-37.849062,145.116922,80.50,10.61
-37.851388,145.118068,7.87,17.37
-37.849062,145.116922,80.50,10.61
-37.851388,145.118068,7.87,17.37
-37.845000,145.117054,54.96,18.25
-37.845000,145.117054,54.96,18.25
-37.845000,145.117054,54.96,18.25
-37.845000,145.117602,55.85,20.05
-37.845000,145.117602,55.85,20.05
-37.855000,145.120000,60.55,18.66
-37.845000,145.117602,55.85,20.05
-37.855000,145.114412,37.46,23.50
-37.855000,145.113544,7.84,14.16
-37.855000,145.120000,60.55,18.66
-37.855000,145.114412,37.46,23.50
-37.855000,145.120000,60.55,18.66
-37.855000,145.114412,37.46,23.50
-37.852188,145.113680,12.62,17.38
-37.852188,145.113680,12.62,17.38
-37.855000,145.113544,7.84,14.16
-37.855000,145.113544,7.84,14.16
-37.852188,145.113680,12.62,17.38
-37.854648,145.113326,44.68,13.65
-37.845000,145.119184,27.55,22.14
-37.851127,145.116645,85.78,11.33
-37.845000,145.119184,27.55,22.14
-37.851127,145.116645,85.78,11.33
-37.854648,145.113326,44.68,13.65
-37.855000,145.116786,88.61,24.90
-37.851127,145.116645,85.78,11.33
-37.845000,145.119184,27.55,22.14
-37.855000,145.116786,88.61,24.90
-37.852021,145.118515,92.99,23.22
-37.854648,145.113326,44.68,13.65
-37.852021,145.118515,92.99,23.22
-37.855000,145.116786,88.61,24.90
-37.852021,145.118515,92.99,23.22
-37.845531,145.117616,93.84,23.08
-37.845531,145.117616,93.84,23.08
-37.854126,145.118613,79.98,17.56
-37.854126,145.118613,79.98,17.56
-37.855000,145.114123,0.17,13.76
-37.855000,145.114123,0.17,13.76
-37.855000,145.117632,90.42,12.36
-37.845531,145.117616,93.84,23.08
-37.851633,145.120000,4.40,15.08
-37.854126,145.118613,79.98,17.56
-37.855000,145.114123,0.17,13.76
-37.855000,145.117632,90.42,12.36
-37.851633,145.120000,4.40,15.08
-37.851633,145.120000,4.40,15.08
-37.855000,145.117632,90.42,12.36
-37.847381,145.119679,65.01,16.37
-37.855000,145.115870,95.93,20.34
-37.847381,145.119679,65.01,16.37
-37.854047,145.115803,44.14,13.01
-37.855000,145.115870,95.93,20.34
-37.847381,145.119679,65.01,16.37
-37.855000,145.119077,88.05,17.83
-37.855000,145.119212,34.99,13.56
-37.854047,145.115803,44.14,13.01
-37.855000,145.119212,34.99,13.56
-37.855000,145.119077,88.05,17.83
-37.855000,145.115870,95.93,20.34
-37.855000,145.119077,88.05,17.83
-37.854047,145.115803,44.14,13.01
-37.855000,145.119212,34.99,13.56
-37.847006,145.120000,58.09,24.55
-37.855000,145.115844,84.77,19.96
-37.847006,145.120000,58.09,24.55
-37.855000,145.115844,84.77,19.96
-37.853535,145.112056,66.62,12.07
-37.847006,145.120000,58.09,24.55
-37.855000,145.115844,84.77,19.96
-37.853535,145.112056,66.62,12.07
-37.855000,145.119170,13.12,15.15
-37.855000,145.118193,65.75,20.23
-37.853535,145.112056,66.62,12.07
-37.855000,145.119170,13.12,15.15
-37.855000,145.118193,65.75,20.23
-37.855000,145.118193,65.75,20.23
-37.855000,145.119170,13.12,15.15
-37.845000,145.120000,62.81,21.82
-37.852528,145.120000,87.97,17.84
-37.850549,145.117529,81.49,12.74
-37.855000,145.110000,67.24,22.41
-37.855000,145.120000,73.30,13.16
-37.845000,145.120000,62.81,21.82
-37.850549,145.117529,81.49,12.74
-37.852528,145.120000,87.97,17.84
-37.855000,145.120000,73.30,13.16
-37.855000,145.110000,67.24,22.41
-37.855000,145.110000,67.24,22.41
-37.845000,145.120000,62.81,21.82
-37.852528,145.120000,87.97,17.84
-37.855000,145.120000,73.30,13.16
-37.850549,145.117529,81.49,12.74
-37.848725,145.118577,2.63,18.81
-37.851842,145.119453,46.00,10.32
-37.850494,145.120000,71.22,24.71
-37.855000,145.110449,84.21,15.87
-37.855000,145.120000,45.77,24.35
-37.850494,145.120000,71.22,24.71
-37.848725,145.118577,2.63,18.81
-37.851842,145.119453,46.00,10.32
-37.850494,145.120000,71.22,24.71
-37.851842,145.119453,46.00,10.32
-37.855000,145.110449,84.21,15.87
-37.848725,145.118577,2.63,18.81
-37.855000,145.120000,45.77,24.35
-37.855000,145.120000,45.77,24.35
-37.855000,145.110449,84.21,15.87
-37.847347,145.120000,40.55,15.25
-37.845000,145.116034,71.99,16.00
-37.855000,145.120000,41.90,22.15
-37.845000,145.116034,71.99,16.00
-37.847347,145.120000,40.55,15.25
-37.855000,145.120000,41.90,22.15
-37.847347,145.120000,40.55,15.25
-37.855000,145.112675,12.99,15.59
-37.845000,145.116034,71.99,16.00
-37.850671,145.120000,43.45,22.93
-37.850671,145.120000,43.45,22.93
-37.855000,145.112675,12.99,15.59
-37.855000,145.120000,41.90,22.15
-37.855000,145.112675,12.99,15.59
-37.850671,145.120000,43.45,22.93
-37.846481,145.117591,60.69,10.71
-37.855000,145.120000,56.88,23.24
-37.849477,145.119340,95.99,13.17
-37.851087,145.116331,99.02,17.13
-37.848952,145.118728,6.21,18.71
-37.849477,145.119340,95.99,13.17
-37.848952,145.118728,6.21,18.71
-37.855000,145.120000,56.88,23.24
-37.851087,145.116331,99.02,17.13
-37.846481,145.117591,60.69,10.71
-37.855000,145.120000,56.88,23.24
-37.849477,145.119340,95.99,13.17
-37.846481,145.117591,60.69,10.71
-37.851087,145.116331,99.02,17.13
-37.848952,145.118728,6.21,18.71
-37.849626,145.120000,92.39,13.84
-37.849421,145.113728,52.87,20.92
-37.853913,145.120000,57.39,10.58
-37.853913,145.120000,57.39,10.58
-37.849421,145.113728,52.87,20.92
-37.849626,145.120000,92.39,13.84
-37.852242,145.120000,72.35,13.23
-37.852242,145.120000,72.35,13.23
-37.853913,145.120000,57.39,10.58
-37.852242,145.120000,72.35,13.23
-37.849421,145.113728,52.87,20.92
-37.849626,145.120000,92.39,13.84
-37.849549,145.112215,62.88,20.82
-37.849549,145.112215,62.88,20.82
-37.849549,145.112215,62.88,20.82
-37.845571,145.113668,73.76,18.62
-37.848875,145.111401,88.57,15.73
-37.845571,145.113668,73.76,18.62
-37.848875,145.111401,88.57,15.73
-37.855000,145.119356,91.06,15.74
-37.854071,145.118189,95.72,23.84
-37.855000,145.119356,91.06,15.74
-37.848875,145.111401,88.57,15.73
-37.845571,145.113668,73.76,18.62
-37.854071,145.118189,95.72,23.84
-37.852417,145.119591,96.61,24.72
-37.855000,145.119356,91.06,15.74
-37.854071,145.118189,95.72,23.84
-37.852417,145.119591,96.61,24.72
-37.852417,145.119591,96.61,24.72
-37.852421,145.120000,33.82,11.54
-37.855000,145.120000,29.60,17.18
-37.847172,145.110572,2.99,11.06
-37.855000,145.120000,29.60,17.18
-37.852421,145.120000,33.82,11.54
-37.853070,145.120000,93.03,19.39
-37.847172,145.110572,2.99,11.06
-37.853070,145.120000,93.03,19.39
-37.849672,145.110000,75.35,19.66
-37.849672,145.110000,75.35,19.66
-37.855000,145.120000,29.60,17.18
-37.849672,145.110000,75.35,19.66
-37.853070,145.120000,93.03,19.39
-37.852421,145.120000,33.82,11.54
-37.847172,145.110572,2.99,11.06
-37.852027,145.120000,32.29,24.50
-37.849984,145.115540,92.12,18.93
-37.855000,145.118382,91.18,11.88
-37.848650,145.110000,0.72,24.60
-37.855000,145.118382,91.18,11.88
-37.849984,145.115540,92.12,18.93
-37.852027,145.120000,32.29,24.50
-37.848650,145.110000,0.72,24.60
-37.846998,145.110000,57.70,17.95
-37.846998,145.110000,57.70,17.95
-37.852027,145.120000,32.29,24.50
-37.848650,145.110000,0.72,24.60
-37.849984,145.115540,92.12,18.93
-37.855000,145.118382,91.18,11.88
-37.846998,145.110000,57.70,17.95
-37.850461,145.120000,29.35,15.55
-37.852439,145.113111,53.08,21.63
-37.855000,145.120000,55.95,22.17
-37.850461,145.120000,29.35,15.55
-37.852439,145.113111,53.08,21.63
-37.855000,145.120000,55.95,22.17
-37.846806,145.114651,6.25,12.79
-37.848178,145.110698,77.64,17.80
-37.846806,145.114651,6.25,12.79
-37.848178,145.110698,77.64,17.80
-37.850461,145.120000,29.35,15.55
-37.848178,145.110698,77.64,17.80
-37.846806,145.114651,6.25,12.79
-37.852439,145.113111,53.08,21.63
-37.855000,145.120000,55.95,22.17
-37.850257,145.115019,64.88,18.74
-37.846921,145.120000,99.54,18.58
-37.851331,145.110000,99.67,19.23
-37.850257,145.115019,64.88,18.74
-37.846921,145.120000,99.54,18.58
-37.851331,145.110000,99.67,19.23
-37.849730,145.110634,40.40,11.63
-37.849730,145.110634,40.40,11.63
-37.848458,145.115350,19.06,19.91
-37.851331,145.110000,99.67,19.23
-37.850257,145.115019,64.88,18.74
-37.846921,145.120000,99.54,18.58
-37.848458,145.115350,19.06,19.91
-37.848458,145.115350,19.06,19.91
-37.849730,145.110634,40.40,11.63
-37.845000,145.120000,60.48,15.49
-37.847302,145.113233,73.73,15.12
-37.854033,145.110000,54.07,13.68
-37.847302,145.113233,73.73,15.12
-37.854033,145.110000,54.07,13.68
-37.845000,145.120000,60.48,15.49
-37.845000,145.120000,60.48,15.49
-37.848549,145.113606,98.62,20.73
-37.854033,145.110000,54.07,13.68
-37.847302,145.113233,73.73,15.12
-37.848549,145.113606,98.62,20.73
-37.848549,145.113606,98.62,20.73
-37.851246,145.110000,94.06,18.53
-37.851246,145.110000,94.06,18.53
-37.851246,145.110000,94.06,18.53
-37.848034,145.117764,23.15,11.83
-37.849564,145.110000,74.71,10.53
-37.848034,145.117764,23.15,11.83
-37.845000,145.119922,60.19,11.54
-37.849564,145.110000,74.71,10.53
-37.849564,145.110000,74.71,10.53
-37.848034,145.117764,23.15,11.83
-37.845000,145.119922,60.19,11.54
-37.847269,145.118025,12.13,16.74
-37.847269,145.118025,12.13,16.74
-37.847269,145.118025,12.13,16.74
-37.845000,145.119922,60.19,11.54
-37.853515,145.114943,27.99,20.61
-37.853515,145.114943,27.99,20.61
-37.853515,145.114943,27.99,20.61
-37.852574,145.117848,22.18,22.95
-37.845000,145.117825,3.96,20.46
-37.845000,145.120000,3.21,11.57
-37.845000,145.120000,3.21,11.57
-37.845000,145.117825,3.96,20.46
-37.852574,145.117848,22.18,22.95
-37.847144,145.110708,9.82,19.22
-37.847144,145.110708,9.82,19.22
-37.850256,145.114665,66.22,11.31
-37.850256,145.114665,66.22,11.31
-37.845000,145.117825,3.96,20.46
-37.847144,145.110708,9.82,19.22
-37.845000,145.120000,3.21,11.57
-37.852574,145.117848,22.18,22.95
-37.850256,145.114665,66.22,11.31
-37.845780,145.118464,0.35,10.29
-37.847753,145.120000,92.33,10.72
-37.851145,145.113836,49.03,11.14
-37.845000,145.119374,92.00,20.24
-37.845000,145.120000,18.39,24.94
-37.851145,145.113836,49.03,11.14
-37.845780,145.118464,0.35,10.29
-37.845000,145.120000,18.39,24.94
-37.845000,145.119374,92.00,20.24
-37.847753,145.120000,92.33,10.72
-37.845780,145.118464,0.35,10.29
-37.847753,145.120000,92.33,10.72
-37.851145,145.113836,49.03,11.14
-37.845000,145.120000,18.39,24.94
-37.845000,145.119374,92.00,20.24
-37.850045,145.117882,45.92,17.07
-37.846288,145.115011,48.02,13.61
-37.845000,145.120000,30.48,14.64
-37.854574,145.110000,95.53,17.46
-37.845000,145.120000,30.48,14.64
-37.850045,145.117882,45.92,17.07
-37.845000,145.120000,30.48,14.64
-37.846288,145.115011,48.02,13.61
-37.854574,145.110000,95.53,17.46
-37.850045,145.117882,45.92,17.07
-37.846288,145.115011,48.02,13.61
-37.854574,145.110000,95.53,17.46
-37.850416,145.118406,67.45,11.51
-37.850416,145.118406,67.45,11.51
-37.850416,145.118406,67.45,11.51
-37.851261,145.110389,67.29,20.69
-37.845008,145.120000,72.94,14.19
-37.851354,145.120000,31.16,17.78
-37.851261,145.110389,67.29,20.69
-37.851354,145.120000,31.16,17.78
-37.845008,145.120000,72.94,14.19
-37.851261,145.110389,67.29,20.69
-37.851354,145.120000,31.16,17.78
-37.845008,145.120000,72.94,14.19
-37.855000,145.113143,44.54,10.09
-37.854603,145.120000,59.06,24.80
-37.854603,145.120000,59.06,24.80
-37.855000,145.113143,44.54,10.09
-37.854603,145.120000,59.06,24.80
-37.855000,145.113143,44.54,10.09
-37.851841,145.113627,7.83,11.57
-37.849143,145.120000,46.75,11.62
-37.845237,145.120000,63.98,24.90
-37.845237,145.120000,63.98,24.90
-37.849143,145.120000,46.75,11.62
-37.851841,145.113627,7.83,11.57
-37.850681,145.111820,68.31,15.48
-37.850872,145.118469,21.61,17.39
-37.850872,145.118469,21.61,17.39
-37.850681,145.111820,68.31,15.48
-37.850681,145.111820,68.31,15.48
-37.851841,145.113627,7.83,11.57
-37.845237,145.120000,63.98,24.90
-37.850872,145.118469,21.61,17.39
-37.849143,145.120000,46.75,11.62
-37.850970,145.110000,75.39,23.82
-37.849470,145.117380,50.81,13.19
-37.850970,145.110000,75.39,23.82
-37.855000,145.120000,7.22,24.64
-37.849470,145.117380,50.81,13.19
-37.850970,145.110000,75.39,23.82
-37.855000,145.120000,7.22,24.64
-37.855000,145.120000,7.22,24.64
-37.849600,145.112903,18.93,21.77
-37.849600,145.112903,18.93,21.77
-37.849600,145.112903,18.93,21.77
-37.849470,145.117380,50.81,13.19
-37.845000,145.119611,76.19,21.84
-37.845000,145.119611,76.19,21.84
-37.845000,145.119611,76.19,21.84
-37.851667,145.116224,86.13,19.18
-37.851667,145.116224,86.13,19.18
-37.851667,145.116224,86.13,19.18
-37.845000,145.119683,66.00,11.00
-37.848810,145.113527,13.39,12.99
-37.845000,145.119683,66.00,11.00
-37.846487,145.115083,49.80,14.07
-37.848810,145.113527,13.39,12.99
-37.845000,145.119683,66.00,11.00
-37.848810,145.113527,13.39,12.99
-37.846487,145.115083,49.80,14.07
-37.846487,145.115083,49.80,14.07
-37.851726,145.120000,92.76,18.85
-37.851726,145.120000,92.76,18.85
-37.851726,145.120000,92.76,18.85
-37.849263,145.120000,87.86,21.59
-37.846133,145.120000,86.40,18.01
-37.847123,145.120000,68.21,12.81
-37.854217,145.120000,81.79,21.83
-37.849263,145.120000,87.86,21.59
-37.849263,145.120000,87.86,21.59
-37.847123,145.120000,68.21,12.81
-37.846699,145.114292,19.94,24.08
-37.846133,145.120000,86.40,18.01
-37.854217,145.120000,81.79,21.83
-37.846699,145.114292,19.94,24.08
-37.847123,145.120000,68.21,12.81
-37.854217,145.120000,81.79,21.83
-37.846133,145.120000,86.40,18.01
-37.846699,145.114292,19.94,24.08
-37.849184,145.120000,59.23,21.11
-37.849184,145.120000,59.23,21.11
-37.849184,145.120000,59.23,21.11
-37.855000,145.119358,80.97,23.08
-37.845000,145.120000,38.38,21.81
-37.845000,145.120000,61.71,17.12
-37.855000,145.119358,80.97,23.08
-37.845000,145.120000,61.71,17.12
-37.845000,145.120000,61.71,17.12
-37.845000,145.120000,38.38,21.81
-37.855000,145.119358,80.97,23.08
-37.845000,145.120000,38.38,21.81
-37.845000,145.110000,82.60,14.61
-37.845000,145.110000,82.60,14.61
-37.845000,145.110000,82.60,14.61
-37.847509,145.120000,31.99,18.77
-37.851419,145.117467,49.18,24.66
-37.849430,145.120000,0.59,11.53
-37.847509,145.120000,31.99,18.77
-37.849430,145.120000,0.59,11.53
-37.851419,145.117467,49.18,24.66
-37.851419,145.117467,49.18,24.66
-37.847509,145.120000,31.99,18.77
-37.845000,145.120000,97.93,24.92
-37.849430,145.120000,0.59,11.53
-37.845000,145.120000,97.93,24.92
-37.845000,145.120000,97.93,24.92
-37.845896,145.110000,33.92,14.79
-37.845896,145.110000,33.92,14.79
-37.845896,145.110000,33.92,14.79
-37.849840,145.118466,62.20,21.54
-37.850636,145.117614,26.22,23.68
-37.853893,145.120000,72.72,20.51
-37.845265,145.115100,82.97,19.00
-37.849840,145.118466,62.20,21.54
-37.850636,145.117614,26.22,23.68
-37.853893,145.120000,72.72,20.51
-37.845000,145.113506,75.00,22.37
-37.849840,145.118466,62.20,21.54
-37.845265,145.115100,82.97,19.00
-37.845265,145.115100,82.97,19.00
-37.853893,145.120000,72.72,20.51
-37.845000,145.113506,75.00,22.37
-37.850636,145.117614,26.22,23.68
-37.845000,145.113506,75.00,22.37
-37.850167,145.120000,15.10,16.09
-37.849470,145.110926,29.76,24.46
-37.850167,145.120000,15.10,16.09
-37.846715,145.113790,52.29,14.31
-37.850624,145.120000,89.28,19.81
-37.849470,145.110926,29.76,24.46
-37.850624,145.120000,89.28,19.81
-37.849041,145.120000,82.89,21.72
-37.846715,145.113790,52.29,14.31
-37.849041,145.120000,82.89,21.72
-37.850167,145.120000,15.10,16.09
-37.849041,145.120000,82.89,21.72
-37.849470,145.110926,29.76,24.46
-37.850624,145.120000,89.28,19.81
-37.846715,145.113790,52.29,14.31
-37.847124,145.114407,93.67,20.67
-37.848259,145.120000,88.34,21.07
-37.846054,145.118737,5.09,14.01
-37.847124,145.114407,93.67,20.67
-37.848259,145.120000,88.34,21.07
-37.846130,145.120000,52.19,14.96
-37.846054,145.118737,5.09,14.01
-37.846130,145.120000,52.19,14.96
-37.847124,145.114407,93.67,20.67
-37.848259,145.120000,88.34,21.07
-37.846054,145.118737,5.09,14.01
-37.846130,145.120000,52.19,14.96
